,timestamp,consumption,flex_up,flexibility_down
85,2021-11-21 21:15:00,12.9306,13.955318659,11.9100011175
86,2021-11-21 21:30:00,10.9572,11.963849011000004,9.9516591575
87,2021-11-21 21:45:00,10.736400000000001,11.758696321,9.7178197325
88,2021-11-21 22:00:00,8.846400000000001,9.8464,7.846400000000002
89,2021-11-21 22:15:00,7.534199999999999,8.5342,6.534199999999999
90,2021-11-21 22:30:00,5.638800000000002,6.6388000000000025,4.638800000000002
91,2021-11-21 22:45:00,5.444400000000001,6.444400000000001,4.444400000000001
92,2021-11-21 23:00:00,5.335800000000002,6.342945750999999,4.3298452075
93,2021-11-21 23:15:00,4.6602000000000015,5.670162558999999,3.651897867499999
94,2021-11-21 23:30:00,4.8881999999999985,5.9007485289999995,3.8777428924999997
95,2021-11-21 23:45:00,3.970199999999999,4.982657947000001,2.9598183774999995
